30, 1.4
29, 1.42
28, 1.48
27, 1.54
26, 1.58
25, 1.65
24, 1.70
23, 1.75
22, 1.8
21, 1.85
20, 1.9
19, 1.95
18, 2.0
17, 2.1
16, 2.2
15, 2.27
14, 2.35
13, 2.47
12, 2.55
11, 2.65
10, 2.77
9, 2.9
8, 3.1
7, 3.3
6, 3.5
5, 3.7
4.5 ,3.8
4, 3.9
3.5, 4.1
3, 4.2
2.5, 4.35
2, 4.5
0.8, 4.6
0.6, 4.7
0.4, 4.8
0.2, 4.83
