30, 1.35
29, 1.39
28, 1.44
27, 1.5
26, 1.55
25, 1.59
24, 1.63
23, 1.68
22, 1.72
21, 1.76
20, 1.8
19, 1.88
18, 1.96
17, 2.04
16, 2.1
15, 2.28
14, 2.35
13, 2.43
12, 2.5
11, 2.56
10, 2.6
9, 2.8
8, 3.0
7, 3.2
6, 3.4
5, 3.52
4.5, 3.68
4, 3.8
3.5, 3.94
3, 4.15
2.5, 4.3
2, 4.4
0.9, 4.44
0.8, 4.48
0.7, 4.52
0.6, 4.57
0.5, 4.6
0.4, 4.64
0.3, 4.69
0.2, 4.75
0.1, 4.8
