30, 1.05
29, 1.07
28, 1.1
27, 1.125
26, 1.15
25, 1.175
24, 1.2
23, 1.225
22, 1.25
21, 1.275
20, 1.3
19, 1.35
18, 1.4
17, 1.45
16, 1.5
15, 1.55
14, 1.6
13, 1.65
12, 1.7
11, 1.75
10, 1.8
9, 1.88
8, 1.96
7, 2.04
6, 2.12
5, 2.2
4.5, 2.25
4, 2.3
3.5, 2.35
3, 2.4
2.5, 2.45
2, 2.5
0.9, 2.51
0.8, 2.52
0.7, 2.53
0.6, 2.54
0.5, 2.55
0.4, 2.56
0.3, 2.57
0.2, 2.58
0.1, 2.59
