1094, 10
1000, 12
914, 15
836, 19
764, 22
683, 28
611, 35
534, 41
466, 52
436, 59
390, 69
356, 76
312, 91
285, 104
255, 119
233, 130
199, 151
174, 169
149, 197
127, 220
111, 252
93, 281
78, 314
66, 344
54, 393
45, 430
36, 470
30, 493
24, 539
19, 590
16, 632
13, 647
11, 708
9, 759
7, 778
6, 833
5, 892
4, 936
3, 1002
2, 1029
2, 1078
1, 1130
1, 1184
