30, 1.1
29, 1.2
28, 1.25
27, 1.27
26, 1.28
25, 1.3
24, 1.31
23, 1.32
22, 1.34
21, 1.37
20, 1.39
19, 1.41
18, 1.45
17, 1.49
16, 1.53
15, 1.55
14, 1.58
13, 1.65
12, 1.72
11, 1.75
10, 1.85
9, 1.9
8, 2.0
7, 2.07
6, 2.15
5, 2.2
4.5, 23
4, 2.33
3.5, 24
3, 2.45
2.5, 2.47
2, 2.52
0.9, 2.52
0.8, 2.54
0.7, 2.56
0.6, 2.57
0.5, 2.58
0.4, 2.59
0.3, 2.61
0.2, 2.63
0.1, 2.6
